,fullname,html_url,tags
2693,O-GAMJA/Tokkit_Backend,https://github.com/O-GAMJA/Tokkit_Backend,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2694,O-GAMJA/Tokkit_Backend,https://github.com/O-GAMJA/Tokkit_Backend,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2695,jku-isse/c4s.CQRS-passiveworkflowengine,https://github.com/jku-isse/c4s.CQRS-passiveworkflowengine,['unknown_lib_o1-mini-2024-09-12']
2696,jiangyanjie/DataContaminationDetection,https://github.com/jiangyanjie/DataContaminationDetection,"['unknown_lib_dall-e-2', 'unknown_lib_o1', 'unknown_lib_o3']"
2697,jiangyanjie/DataContaminationDetection,https://github.com/jiangyanjie/DataContaminationDetection,"['unknown_lib_dall-e-2', 'unknown_lib_o1', 'unknown_lib_o3']"
2698,jiangyanjie/DataContaminationDetection,https://github.com/jiangyanjie/DataContaminationDetection,"['unknown_lib_dall-e-2', 'unknown_lib_o1', 'unknown_lib_o3']"
2699,MAROUANELK02/SpringAI_Gemini,https://github.com/MAROUANELK02/SpringAI_Gemini,['unknown_lib_gpt-3.5-turbo']
2700,WMarques25/Estudos-Alura,https://github.com/WMarques25/Estudos-Alura,['unknown_lib_gpt-3.5-turbo-instruct']
2701,UnimibSoftEngCourse1516/lab4-es1-a.tundo,https://github.com/UnimibSoftEngCourse1516/lab4-es1-a.tundo,['unknown_lib_o1']
2702,esgoet/hh-java-24-3-openai-ingredients,https://github.com/esgoet/hh-java-24-3-openai-ingredients,['unknown_lib_gpt-4o-mini']
2703,Kernel360/f1-KernelSquare-backend,https://github.com/Kernel360/f1-KernelSquare-backend,['unknown_lib_gpt-3.5-turbo']
2704,lunat1k-12/karma-bot,https://github.com/lunat1k-12/karma-bot,['unknown_lib_gpt-3.5-turbo']
2705,stallboy/cfggen,https://github.com/stallboy/cfggen,['unknown_lib_o1']
2706,ilyushik/DailyLog,https://github.com/ilyushik/DailyLog,['unknown_lib_whisper-1']
2707,wejrowski/grpc-gateway-java-gradle,https://github.com/wejrowski/grpc-gateway-java-gradle,['unknown_lib_o3']
2708,Azure-Samples/azure-openai-rag-workshop-java,https://github.com/Azure-Samples/azure-openai-rag-workshop-java,['unknown_lib_gpt-4o-mini']
2709,Nbti/IDear-Server,https://github.com/Nbti/IDear-Server,['unknown_lib_gpt-3.5-turbo']
2710,aaryanakayash794/Healthcare_symptomschecker,https://github.com/aaryanakayash794/Healthcare_symptomschecker,['unknown_lib_gpt-5-mini']
2711,jykSS/VSCodeWorkSpace,https://github.com/jykSS/VSCodeWorkSpace,"['unknown_lib_o1', 'unknown_lib_o3']"
2712,jykSS/VSCodeWorkSpace,https://github.com/jykSS/VSCodeWorkSpace,"['unknown_lib_o1', 'unknown_lib_o3']"
2713,Testehan/AgentDevKitExperiments,https://github.com/Testehan/AgentDevKitExperiments,"['unknown_lib_gemini-2.5-pro', 'unknown_lib_gemini-2.0-flash', 'unknown_lib_gemini-2.0-flash-live-001']"
2714,Testehan/AgentDevKitExperiments,https://github.com/Testehan/AgentDevKitExperiments,"['unknown_lib_gemini-2.5-pro', 'unknown_lib_gemini-2.0-flash', 'unknown_lib_gemini-2.0-flash-live-001']"
2715,HKirito/burpgpt,https://github.com/HKirito/burpgpt,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-3.5-turbo-16k']"
2716,HKirito/burpgpt,https://github.com/HKirito/burpgpt,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-3.5-turbo-16k']"
2717,MarcoShvy/Ideas-Votes,https://github.com/MarcoShvy/Ideas-Votes,['unknown_lib_gpt-3.5-turbo']
2718,orcguru/openjdk8-x86,https://github.com/orcguru/openjdk8-x86,"['unknown_lib_o1', 'unknown_lib_o3']"
2719,orcguru/openjdk8-x86,https://github.com/orcguru/openjdk8-x86,"['unknown_lib_o1', 'unknown_lib_o3']"
2720,agoncal/agoncal-fascicle-langchain4j,https://github.com/agoncal/agoncal-fascicle-langchain4j,"['unknown_lib_dall-e-3', 'unknown_lib_text-embedding-ada-002', 'unknown_lib_deepseek-chat']"
2721,agoncal/agoncal-fascicle-langchain4j,https://github.com/agoncal/agoncal-fascicle-langchain4j,"['unknown_lib_dall-e-3', 'unknown_lib_text-embedding-ada-002', 'unknown_lib_deepseek-chat']"
2722,agoncal/agoncal-fascicle-langchain4j,https://github.com/agoncal/agoncal-fascicle-langchain4j,"['unknown_lib_dall-e-3', 'unknown_lib_text-embedding-ada-002', 'unknown_lib_deepseek-chat']"
2723,itsdrelolz/job-resume-critique,https://github.com/itsdrelolz/job-resume-critique,['unknown_lib_gpt-4o']
2724,Work-m8/ag-ui-4j,https://github.com/Work-m8/ag-ui-4j,"['unknown_lib_gpt-4o', 'unknown_lib_gpt-4.1-mini-2025-04-14']"
2725,Work-m8/ag-ui-4j,https://github.com/Work-m8/ag-ui-4j,"['unknown_lib_gpt-4o', 'unknown_lib_gpt-4.1-mini-2025-04-14']"
2726,YanaLavrinovich/gen_ai_training,https://github.com/YanaLavrinovich/gen_ai_training,['unknown_lib_text-embedding-ada-002']
2727,quantum6/openjdk8-mips64el-loongarch64,https://github.com/quantum6/openjdk8-mips64el-loongarch64,"['unknown_lib_o1', 'unknown_lib_o3']"
2728,quantum6/openjdk8-mips64el-loongarch64,https://github.com/quantum6/openjdk8-mips64el-loongarch64,"['unknown_lib_o1', 'unknown_lib_o3']"
2729,Sasirekha-1998/AI-Resume-Matcher,https://github.com/Sasirekha-1998/AI-Resume-Matcher,['unknown_lib_gpt-3.5-turbo']
2730,Ankitsarwadkr/BlogApplication,https://github.com/Ankitsarwadkr/BlogApplication,['unknown_lib_gpt-4o-mini']
2731,LikelionAssum/Assum-BE,https://github.com/LikelionAssum/Assum-BE,['unknown_lib_gpt-3.5-turbo-16k']
2732,hyeongmin90/aivle_miniProj_4,https://github.com/hyeongmin90/aivle_miniProj_4,['unknown_lib_dall-e-2']
2733,ifsygn/patikaDev,https://github.com/ifsygn/patikaDev,"['unknown_lib_o1', 'unknown_lib_o3']"
2734,ifsygn/patikaDev,https://github.com/ifsygn/patikaDev,"['unknown_lib_o1', 'unknown_lib_o3']"
2735,Open-Canvas-CAU/backend,https://github.com/Open-Canvas-CAU/backend,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2736,Open-Canvas-CAU/backend,https://github.com/Open-Canvas-CAU/backend,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2737,PaccoTheTaco/Toolbox,https://github.com/PaccoTheTaco/Toolbox,['unknown_lib_gpt-3.5-turbo']
2738,Dobbs96/paintPrompt,https://github.com/Dobbs96/paintPrompt,['unknown_lib_gpt-3.5-turbo']
2739,jenkinsci/explain-error-plugin,https://github.com/jenkinsci/explain-error-plugin,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gemini-2.0-flash']"
2740,jenkinsci/explain-error-plugin,https://github.com/jenkinsci/explain-error-plugin,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gemini-2.0-flash']"
2741,9oormthon2024-T5-SoriSoop/soridam-server,https://github.com/9oormthon2024-T5-SoriSoop/soridam-server,['unknown_lib_gpt-3.5-turbo']
2742,dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning,"['unknown_lib_o1', 'unknown_lib_o3']"
2743,dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning,"['unknown_lib_o1', 'unknown_lib_o3']"
2744,coldkey12/fnafstolgia,https://github.com/coldkey12/fnafstolgia,['unknown_lib_gpt-3.5-turbo']
2745,Amanastel/aiWithSpring,https://github.com/Amanastel/aiWithSpring,['unknown_lib_gpt-3.5-turbo']
2746,jacobo-mc/phet,https://github.com/jacobo-mc/phet,['unknown_lib_o3']
2747,knu-datastreams/BigPicture-BE,https://github.com/knu-datastreams/BigPicture-BE,['unknown_lib_gemini-2.0-flash']
2748,quang21122/AmpleNoteClone,https://github.com/quang21122/AmpleNoteClone,['unknown_lib_gemini-2.0-flash']
2749,LNM31/Facultate,https://github.com/LNM31/Facultate,"['unknown_lib_o1', 'unknown_lib_o3']"
2750,LNM31/Facultate,https://github.com/LNM31/Facultate,"['unknown_lib_o1', 'unknown_lib_o3']"
2751,ricvecchio/tabela-fipe-evoluida,https://github.com/ricvecchio/tabela-fipe-evoluida,['unknown_lib_gpt-3.5-turbo-instruct']
2752,jakemannix/Mahout,https://github.com/jakemannix/Mahout,['unknown_lib_o1']
2753,Toto149/TelegramBot,https://github.com/Toto149/TelegramBot,['unknown_lib_gpt-3.5-turbo']
2754,liuxinglanyue/sa-jdi,https://github.com/liuxinglanyue/sa-jdi,"['unknown_lib_o1', 'unknown_lib_o3']"
2755,liuxinglanyue/sa-jdi,https://github.com/liuxinglanyue/sa-jdi,"['unknown_lib_o1', 'unknown_lib_o3']"
2756,johanssl/EnfuserMIT,https://github.com/johanssl/EnfuserMIT,['unknown_lib_o3']
2757,smartywebdev0119/spring-openai,https://github.com/smartywebdev0119/spring-openai,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_text-embedding-ada-002']"
2758,smartywebdev0119/spring-openai,https://github.com/smartywebdev0119/spring-openai,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_text-embedding-ada-002']"
2759,smartywebdev0119/spring-openai,https://github.com/smartywebdev0119/spring-openai,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_text-embedding-ada-002']"
2760,genericDataCompany/hsandbox,https://github.com/genericDataCompany/hsandbox,['unknown_lib_o1']
2761,Oussemasahbeni/spring-ai-workshop,https://github.com/Oussemasahbeni/spring-ai-workshop,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o']"
2762,Oussemasahbeni/spring-ai-workshop,https://github.com/Oussemasahbeni/spring-ai-workshop,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o']"
2763,Oussemasahbeni/spring-ai-workshop,https://github.com/Oussemasahbeni/spring-ai-workshop,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o']"
2764,lapesd/rdfit,https://github.com/lapesd/rdfit,"['unknown_lib_o1', 'unknown_lib_o3']"
2765,lapesd/rdfit,https://github.com/lapesd/rdfit,"['unknown_lib_o1', 'unknown_lib_o3']"
2766,jjoung-2j/Medinfora,https://github.com/jjoung-2j/Medinfora,['unknown_lib_gpt-3.5-turbo-0125']
2767,whoiszxl/tt-zhipin,https://github.com/whoiszxl/tt-zhipin,['unknown_lib_gpt-3.5-turbo']
2768,Sunshine-hc/StarMatchAI,https://github.com/Sunshine-hc/StarMatchAI,['unknown_lib_deepseek-chat']
2769,tmfajddl/2025_06_HES,https://github.com/tmfajddl/2025_06_HES,['unknown_lib_gpt-3.5-turbo']
2770,My-Music-Note/back,https://github.com/My-Music-Note/back,['unknown_lib_gpt-3.5-turbo']
2771,codewithmrunmai/zomato_rider_assignment_lld,https://github.com/codewithmrunmai/zomato_rider_assignment_lld,['unknown_lib_o1']
2772,danhurtes/openai-telegram-bot,https://github.com/danhurtes/openai-telegram-bot,['unknown_lib_whisper-1']
2773,Simple-POS-System/posOrder,https://github.com/Simple-POS-System/posOrder,['unknown_lib_o1']
2774,sscdotopen/recsys-als,https://github.com/sscdotopen/recsys-als,['unknown_lib_o1']
2775,zg-jack/spring-source-nodes,https://github.com/zg-jack/spring-source-nodes,"['unknown_lib_o1', 'unknown_lib_o3']"
2776,zg-jack/spring-source-nodes,https://github.com/zg-jack/spring-source-nodes,"['unknown_lib_o1', 'unknown_lib_o3']"
2777,BerlitzPlatina/my-metasfresh,https://github.com/BerlitzPlatina/my-metasfresh,['unknown_lib_o1']
2778,HelloWorld-AICC/HelloWorld-AI,https://github.com/HelloWorld-AICC/HelloWorld-AI,['unknown_lib_gpt-4o-mini']
2779,YellowAli/AirWing,https://github.com/YellowAli/AirWing,['unknown_lib_gpt-4o']
2780,Akssasori/upcomingAds,https://github.com/Akssasori/upcomingAds,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2781,Akssasori/upcomingAds,https://github.com/Akssasori/upcomingAds,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3']"
2782,pdeitel/JavaHowToProgram12e,https://github.com/pdeitel/JavaHowToProgram12e,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o', 'unknown_lib_whisper-1']"
2783,pdeitel/JavaHowToProgram12e,https://github.com/pdeitel/JavaHowToProgram12e,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o', 'unknown_lib_whisper-1']"
2784,pdeitel/JavaHowToProgram12e,https://github.com/pdeitel/JavaHowToProgram12e,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o', 'unknown_lib_whisper-1']"
2785,pdeitel/JavaHowToProgram12e,https://github.com/pdeitel/JavaHowToProgram12e,"['unknown_lib_dall-e-3', 'unknown_lib_tts-1-hd', 'unknown_lib_gpt-4o', 'unknown_lib_whisper-1']"
2786,Isabeautiful/OrientacaoObjetos2025,https://github.com/Isabeautiful/OrientacaoObjetos2025,['unknown_lib_o1']
2787,CSU-CS-Melange/AlphaZ,https://github.com/CSU-CS-Melange/AlphaZ,['unknown_lib_o1']
2788,kurtw555/AMBIT,https://github.com/kurtw555/AMBIT,['unknown_lib_o1']
2789,skooi928/doc-helper-0711,https://github.com/skooi928/doc-helper-0711,['unknown_lib_gemini-2.5-flash']
2790,DarkLight0418/Chunjae_IT_BootCamp,https://github.com/DarkLight0418/Chunjae_IT_BootCamp,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2791,DarkLight0418/Chunjae_IT_BootCamp,https://github.com/DarkLight0418/Chunjae_IT_BootCamp,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2792,DarkLight0418/Chunjae_IT_BootCamp,https://github.com/DarkLight0418/Chunjae_IT_BootCamp,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2793,DarkLight0418/Chunjae_IT_BootCamp,https://github.com/DarkLight0418/Chunjae_IT_BootCamp,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2794,hyeonmin504/ArtFusion,https://github.com/hyeonmin504/ArtFusion,"['unknown_lib_dall-e-3', 'unknown_lib_gpt-4o-mini']"
2795,hyeonmin504/ArtFusion,https://github.com/hyeonmin504/ArtFusion,"['unknown_lib_dall-e-3', 'unknown_lib_gpt-4o-mini']"
2796,clij/clij2-code-generators,https://github.com/clij/clij2-code-generators,['unknown_lib_o1']
2797,UncleTomCheng/spring-framework,https://github.com/UncleTomCheng/spring-framework,"['unknown_lib_o1', 'unknown_lib_o3']"
2798,UncleTomCheng/spring-framework,https://github.com/UncleTomCheng/spring-framework,"['unknown_lib_o1', 'unknown_lib_o3']"
2799,wb02125055/springframework-source-5.1.x,https://github.com/wb02125055/springframework-source-5.1.x,"['unknown_lib_o1', 'unknown_lib_o3']"
2800,wb02125055/springframework-source-5.1.x,https://github.com/wb02125055/springframework-source-5.1.x,"['unknown_lib_o1', 'unknown_lib_o3']"
2801,dequevedo/ai-echo-backend,https://github.com/dequevedo/ai-echo-backend,"['unknown_lib_whisper-1', 'unknown_lib_tts-1']"
2802,dequevedo/ai-echo-backend,https://github.com/dequevedo/ai-echo-backend,"['unknown_lib_whisper-1', 'unknown_lib_tts-1']"
2803,bharcode/MachineLearning,https://github.com/bharcode/MachineLearning,['unknown_lib_o1']
2804,sifrproject/viewpoints_io,https://github.com/sifrproject/viewpoints_io,['unknown_lib_o1']
2805,asaduakas/Hospital-Application-Collaboration-with-Brigham-Women-Hospital,https://github.com/asaduakas/Hospital-Application-Collaboration-with-Brigham-Women-Hospital,['unknown_lib_o1']
2806,Soominsion/likelion13th_blog,https://github.com/Soominsion/likelion13th_blog,['unknown_lib_gpt-3.5-turbo']
2807,tukorea-2024-s3-10/eatfit-backend-core,https://github.com/tukorea-2024-s3-10/eatfit-backend-core,['unknown_lib_gpt-3.5-turbo']
2808,openrewrite/rewrite-generative-ai,https://github.com/openrewrite/rewrite-generative-ai,['unknown_lib_gpt-4o']
2809,MarcosVinicius-Mota/TCPROJECT,https://github.com/MarcosVinicius-Mota/TCPROJECT,['unknown_lib_gpt-3.5-turbo']
2810,AwingCorsair/SimpleWeather,https://github.com/AwingCorsair/SimpleWeather,['unknown_lib_o3']
2811,UniGPT-SJTU/UniGPT-backend-microservice,https://github.com/UniGPT-SJTU/UniGPT-backend-microservice,['unknown_lib_gpt-3.5-turbo']
2812,GomesCK/screenmatch,https://github.com/GomesCK/screenmatch,['unknown_lib_gpt-3.5-turbo-instruct']
2813,harinda05/Applifi,https://github.com/harinda05/Applifi,['unknown_lib_gpt-3.5-turbo']
2814,nishit-dave/Writey-AI,https://github.com/nishit-dave/Writey-AI,['unknown_lib_gpt-3.5-turbo']
2815,crisav2l/DeepLearning,https://github.com/crisav2l/DeepLearning,['unknown_lib_o3']
2816,ucsd-cse110-sp23/cse-110-project-team-3,https://github.com/ucsd-cse110-sp23/cse-110-project-team-3,['unknown_lib_whisper-1']
2817,oatmealflyer/React,https://github.com/oatmealflyer/React,['unknown_lib_gpt-4.1-nano']
2818,timotheekelly/mdb-vector-search,https://github.com/timotheekelly/mdb-vector-search,['unknown_lib_text-embedding-ada-002']
2819,iurivilarinho/API-LEITOR-PDF,https://github.com/iurivilarinho/API-LEITOR-PDF,['unknown_lib_gpt-4o']
2820,RadoTk/Hazavao_STD23099,https://github.com/RadoTk/Hazavao_STD23099,['unknown_lib_gpt-3.5-turbo']
2821,geovannymcode/springai,https://github.com/geovannymcode/springai,['unknown_lib_dall-e-3']
2822,fengxuguang/spring-framework-6.0.21,https://github.com/fengxuguang/spring-framework-6.0.21,"['unknown_lib_o1', 'unknown_lib_o3']"
2823,fengxuguang/spring-framework-6.0.21,https://github.com/fengxuguang/spring-framework-6.0.21,"['unknown_lib_o1', 'unknown_lib_o3']"
2824,wzy123883864/spring,https://github.com/wzy123883864/spring,"['unknown_lib_o1', 'unknown_lib_o3']"
2825,wzy123883864/spring,https://github.com/wzy123883864/spring,"['unknown_lib_o1', 'unknown_lib_o3']"
2826,Khanjanpurani/tf,https://github.com/Khanjanpurani/tf,['unknown_lib_o3']
2827,DerikZhang/SkyCode,https://github.com/DerikZhang/SkyCode,['unknown_lib_gpt-3.5-turbo']
2828,chenqi92/allbs-model,https://github.com/chenqi92/allbs-model,['unknown_lib_o3']
2829,acntech/hexagonal-pet-clinic,https://github.com/acntech/hexagonal-pet-clinic,['unknown_lib_gpt-4o-mini']
2830,ramesh1972/samples-biz,https://github.com/ramesh1972/samples-biz,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_babbage-002', 'unknown_lib_dall-e-2', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2831,ramesh1972/samples-biz,https://github.com/ramesh1972/samples-biz,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_babbage-002', 'unknown_lib_dall-e-2', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2832,ramesh1972/samples-biz,https://github.com/ramesh1972/samples-biz,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_babbage-002', 'unknown_lib_dall-e-2', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2833,ramesh1972/samples-biz,https://github.com/ramesh1972/samples-biz,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_babbage-002', 'unknown_lib_dall-e-2', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2834,ramesh1972/samples-biz,https://github.com/ramesh1972/samples-biz,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_babbage-002', 'unknown_lib_dall-e-2', 'unknown_lib_whisper-1', 'unknown_lib_tts-1', 'unknown_lib_text-embedding-ada-002']"
2835,kimnari1073/LangLearnHub,https://github.com/kimnari1073/LangLearnHub,['unknown_lib_gpt-3.5-turbo']
2836,geeganage-yeran/sl-neurorobotics-web,https://github.com/geeganage-yeran/sl-neurorobotics-web,['unknown_lib_gpt-3.5-turbo']
2837,Darkiller1234/KHFinalProject,https://github.com/Darkiller1234/KHFinalProject,['unknown_lib_gpt-4o-mini']
2838,rafaelfranca1/music-java-spring-,https://github.com/rafaelfranca1/music-java-spring-,['unknown_lib_gpt-3.5-turbo-instruct']
2839,githubyxy/nova,https://github.com/githubyxy/nova,['unknown_lib_gpt-3.5-turbo']
2840,nssmd/SE25Project-05,https://github.com/nssmd/SE25Project-05,['unknown_lib_gpt-4o-mini']
2841,d3m0l15h/AirView_NT118,https://github.com/d3m0l15h/AirView_NT118,['unknown_lib_o3']
2842,vlad2580/chirptack_helium_com,https://github.com/vlad2580/chirptack_helium_com,['unknown_lib_o3']
2843,Hamzabenrhou/devsecops-stage,https://github.com/Hamzabenrhou/devsecops-stage,['unknown_lib_gpt-4o-mini']
2844,Dyxrandrian/Hazavao_STD23065,https://github.com/Dyxrandrian/Hazavao_STD23065,['unknown_lib_gpt-3.5-turbo']
2845,mssavai/muzima-android-1,https://github.com/mssavai/muzima-android-1,"['unknown_lib_o1', 'unknown_lib_o3']"
2846,mssavai/muzima-android-1,https://github.com/mssavai/muzima-android-1,"['unknown_lib_o1', 'unknown_lib_o3']"
2847,dream-stein/llmops-java,https://github.com/dream-stein/llmops-java,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_deepseek-chat']"
2848,dream-stein/llmops-java,https://github.com/dream-stein/llmops-java,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_deepseek-chat']"
2849,bickyraj/spring-openai,https://github.com/bickyraj/spring-openai,['unknown_lib_gpt-3.5-turbo']
2850,ginnko2019/aaintegration,https://github.com/ginnko2019/aaintegration,['unknown_lib_gpt-4o']
2851,GCSouzaLab/DesignPatterns,https://github.com/GCSouzaLab/DesignPatterns,['unknown_lib_gpt-3.5-turbo-instruct']
2852,ai2008/-,https://github.com/ai2008/-,['unknown_lib_o3']
2853,jinseok469/repo_diary_back,https://github.com/jinseok469/repo_diary_back,['unknown_lib_gpt-3.5-turbo']
2854,ZP-AlwaysWin/Learn-Spring-Boot,https://github.com/ZP-AlwaysWin/Learn-Spring-Boot,"['unknown_lib_o1', 'unknown_lib_o3']"
2855,ZP-AlwaysWin/Learn-Spring-Boot,https://github.com/ZP-AlwaysWin/Learn-Spring-Boot,"['unknown_lib_o1', 'unknown_lib_o3']"
2856,nraveendran/ShopSense-AI,https://github.com/nraveendran/ShopSense-AI,"['unknown_lib_gpt-4o', 'unknown_lib_text-embedding-ada-002']"
2857,nraveendran/ShopSense-AI,https://github.com/nraveendran/ShopSense-AI,"['unknown_lib_gpt-4o', 'unknown_lib_text-embedding-ada-002']"
2858,pgonzalezhip/OpenAI-API-Java-Request,https://github.com/pgonzalezhip/OpenAI-API-Java-Request,['unknown_lib_gpt-3.5-turbo']
2859,woowacourse-dialog/dialog,https://github.com/woowacourse-dialog/dialog,['unknown_lib_gpt-5-nano']
2860,jychwd/chatapi,https://github.com/jychwd/chatapi,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3', 'unknown_lib_dall-e-2']"
2861,jychwd/chatapi,https://github.com/jychwd/chatapi,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3', 'unknown_lib_dall-e-2']"
2862,jychwd/chatapi,https://github.com/jychwd/chatapi,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_dall-e-3', 'unknown_lib_dall-e-2']"
2863,AocholAyoul9/ResumeAnalyzer,https://github.com/AocholAyoul9/ResumeAnalyzer,['unknown_lib_gpt-4o-mini']
2864,SA011/CSE308,https://github.com/SA011/CSE308,['unknown_lib_o1']
2865,WillDignazio/hotspot,https://github.com/WillDignazio/hotspot,"['unknown_lib_o1', 'unknown_lib_o3']"
2866,WillDignazio/hotspot,https://github.com/WillDignazio/hotspot,"['unknown_lib_o1', 'unknown_lib_o3']"
2867,wei-tang/JVM,https://github.com/wei-tang/JVM,"['unknown_lib_o1', 'unknown_lib_o3']"
2868,wei-tang/JVM,https://github.com/wei-tang/JVM,"['unknown_lib_o1', 'unknown_lib_o3']"
2869,openjdk/jdk8u-dev,https://github.com/openjdk/jdk8u-dev,"['unknown_lib_o1', 'unknown_lib_o3']"
2870,openjdk/jdk8u-dev,https://github.com/openjdk/jdk8u-dev,"['unknown_lib_o1', 'unknown_lib_o3']"
2871,wishpath/ai-client,https://github.com/wishpath/ai-client,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-4o', 'unknown_lib_gpt-4o-mini']"
2872,wishpath/ai-client,https://github.com/wishpath/ai-client,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-4o', 'unknown_lib_gpt-4o-mini']"
2873,wishpath/ai-client,https://github.com/wishpath/ai-client,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-4o', 'unknown_lib_gpt-4o-mini']"
2874,ShabdanBatyrkulov/lms,https://github.com/ShabdanBatyrkulov/lms,['unknown_lib_gemini-2.5-flash']
2875,cbuschka/easymock-eval,https://github.com/cbuschka/easymock-eval,['unknown_lib_o1']
2876,NoshinNirvana916Prachi/E-Commerece-6312-,https://github.com/NoshinNirvana916Prachi/E-Commerece-6312-,['unknown_lib_o1']
2877,seokbum/SpringStudy,https://github.com/seokbum/SpringStudy,['unknown_lib_gpt-3.5-turbo']
2878,kevinmascitti/object-oriented-programming-projects,https://github.com/kevinmascitti/object-oriented-programming-projects,"['unknown_lib_o1', 'unknown_lib_o3']"
2879,kevinmascitti/object-oriented-programming-projects,https://github.com/kevinmascitti/object-oriented-programming-projects,"['unknown_lib_o1', 'unknown_lib_o3']"
2880,EnZ0cez/Langchain4J_Demo,https://github.com/EnZ0cez/Langchain4J_Demo,['unknown_lib_gpt-4o-mini']
2881,ucsd-cse110-fa23/Pantry_Pal,https://github.com/ucsd-cse110-fa23/Pantry_Pal,"['unknown_lib_dall-e-2', 'unknown_lib_whisper-1']"
2882,ucsd-cse110-fa23/Pantry_Pal,https://github.com/ucsd-cse110-fa23/Pantry_Pal,"['unknown_lib_dall-e-2', 'unknown_lib_whisper-1']"
2883,YunaiV/yudao-cloud,https://github.com/YunaiV/yudao-cloud,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-3.5-turbo-0125', 'unknown_lib_gpt-5-nano-2025-08-07', 'unknown_lib_gpt-5', 'unknown_lib_deepseek-chat', 'unknown_lib_gemini-2.5-flash']"
2884,YunaiV/yudao-cloud,https://github.com/YunaiV/yudao-cloud,"['unknown_lib_gpt-3.5-turbo', 'unknown_lib_gpt-3.5-turbo-0125', 'unknown_lib_gpt-5-nano-2025-08-07', 'unknown_lib_gpt-5', 'unknown_lib_deepseek-chat', 'unknown_lib_gemini-2.5-flash']"
