,full_name,html_url,labels
205,m7medVision/lazycommit,https://github.com/m7medVision/lazycommit,"{'OpenAI': ['internal/provider/common.go', 'internal/provider/openai.go', 'internal/provider/copilot.go']}"
206,mukulmantosh/jb_tracker,https://github.com/mukulmantosh/jb_tracker,{'OpenAI': ['agent.go']}
207,golang-school/potok-2-example,https://github.com/golang-school/potok-2-example,"{'OpenAI': ['pkg/open_ai/open_ai.go', 'pkg/open_ai/text.go']}"
208,Pugma/slack-traq-mcp,https://github.com/Pugma/slack-traq-mcp,{'OpenAI': ['internal/litellm/client.go']}
209,atopos31/grb-server,https://github.com/atopos31/grb-server,{'OpenAI': ['service/ai_openai_svc.go']}
210,traPtitech/BOT_GPT,https://github.com/traPtitech/BOT_GPT,"{'OpenAI': ['internal/repository/gpt.go', 'internal/handler/MessageReceived.go', 'internal/repository/repository.go']}"
211,hyestt/poker_tracker,https://github.com/hyestt/poker_tracker,"{'OpenAI': ['be_poker/handlers/debug.go', 'be_poker/cmd/gpt5_test/main.go', 'model_testing/gpt5mini_go/main.go'], 'Go-anthropic': ['be_poker/services/claude_service.go']}"
212,logkn/agents-go,https://github.com/logkn/agents-go,"{'OpenAI': ['internal/types/messages_test.go', 'internal/tools/tools.go', 'internal/types/messages.go']}"
213,oreoluwa-bs/herctually,https://github.com/oreoluwa-bs/herctually,"{'OpenAI': ['agent/agent.go', 'main.go']}"
214,defryheryanto/ai-assistant,https://github.com/defryheryanto/ai-assistant,"{'OpenAI': ['pkg/tools/image/generate_image.go', 'internal/app/services.go', 'pkg/tools/image/generate_image_test.go']}"
215,radenrishwan/aramar,https://github.com/radenrishwan/aramar,{'OpenAI': ['external/aramar-openai/openai.go']}
216,jtclarkjr/discord-reasoning-bot,https://github.com/jtclarkjr/discord-reasoning-bot,"{'OpenAI': ['go/openai.go', 'go/main.go']}"
217,lwlee2608/anonymizer,https://github.com/lwlee2608/anonymizer,"{'OpenAI': ['cmd/main.go', 'cmd/secret.go', 'cmd/anonymizer.go', 'cmd/util.go', 'cmd/client.go']}"
218,Bornholm/genai,https://github.com/Bornholm/genai,"{'OpenAI': ['llm/provider/mistral/params_builder.go', 'llm/provider/openai/embeddings.go', 'llm/provider/openai/chat_completion.go', 'llm/provider/mistral/init.go', 'llm/provider/openai/init.go']}"
219,matthewgaim/intellicord,https://github.com/matthewgaim/intellicord,"{'OpenAI': ['discord_bot/internal/ai/utils.go'], 'Google': ['discord_bot/internal/ai/utils.go']}"
220,Short-Compendium/docker-model-runner-with-golang,https://github.com/Short-Compendium/docker-model-runner-with-golang,"{'OpenAI': ['15-use-mcp-toolkit/main.go', '05-tools/main.go', '14-use-mcp-toolkit/main.go', '10-structured-output/main.go', '06-tools/main.go', '09-structured-output/main.go', '13-use-mcp-toolkit/main.go', '02-embeddings-distances/main.go', '11-structured-output/main.go', '08-structured-output/main.go', '00-chat-completion/main.go', '01-chat-stream/main.go', '07-tools-chat/main.go', '03-embeddings-distances/main.go']}"
221,raywall/aws-data-test-generator,https://github.com/raywall/aws-data-test-generator,{'OpenAI': ['motor/names.go']}
222,Maksym-Perehinets/rag-discord-bot,https://github.com/Maksym-Perehinets/rag-discord-bot,"{'OpenAI': ['message_parsing/vectorizer/services.go', 'shared/vectorizer/services.go']}"
223,AiroPi/html2markdown-article,https://github.com/AiroPi/html2markdown-article,"{'OpenAI': ['llm/openai.go'], 'Mistral': ['llm/mistral.go']}"
224,OpenCSGs/csghub-server,https://github.com/OpenCSGs/csghub-server,"{'OpenAI': ['aigateway/types/chat_completion.go', 'aigateway/token/embedding_token_counter.go', 'builder/proxy/reverse_proxy.go', 'aigateway/types/message.go', 'aigateway/handler/response_writer_wrapper_embedding_test.go', 'aigateway/handler/response_writer_wrapper_embedding.go', 'aigateway/handler/response_writer_wrapper_test.go']}"
225,jianghushinian/blog-go-example,https://github.com/jianghushinian/blog-go-example,"{'OpenAI': ['go-kratos/blades/chat.go', 'go-kratos/blades/conversation.go', 'go-kratos/blades/streaming.go']}"
226,coreep/catty-counting,https://github.com/coreep/catty-counting,"{'OpenAI': ['llm/openai/client.go', 'llm/openai/chat.go', 'llm/openai/chat_response_helpers.go']}"
227,robalyx/rotector,https://github.com/robalyx/rotector,"{'OpenAI': ['internal/ai/stats.go', 'internal/ai/client/types.go']}"
228,petrjanda/frax,https://github.com/petrjanda/frax,{'OpenAI': ['pkg/ai/adapters/openai/tool_usage.go']}
229,tobechukss/nigerian-banks-ai,https://github.com/tobechukss/nigerian-banks-ai,{'OpenAI': ['utils.go']}
230,stefanskoricdev/durable_ai_summaries,https://github.com/stefanskoricdev/durable_ai_summaries,"{'OpenAI': ['internal/summary/shared/refine_agent.go', 'internal/summary/activity/process_audio.go', 'cmd/worker/main.go', 'internal/summary/shared/search_agent.go', 'internal/summary/shared/triage_agent.go']}"
231,sasalatart/quizory,https://github.com/sasalatart/quizory,{'OpenAI': ['llm/service.go']}
232,nasermirzaei89/chatbot,https://github.com/nasermirzaei89/chatbot,"{'OpenAI': ['update.go', 'main.go', 'ai.go']}"
233,iklougman/ai-url-classifier-go,https://github.com/iklougman/ai-url-classifier-go,{'OpenAI': ['internal/ai/classify.go']}
234,dpbrackin/rango,https://github.com/dpbrackin/rango,{'OpenAI': ['apps/api/internal/search/openai.go']}
235,dpengchen/translate-for-linux,https://github.com/dpengchen/translate-for-linux,{'OpenAI': ['tool/translate/openAI.go']}
236,envoyproxy/ai-gateway,https://github.com/envoyproxy/ai-gateway,"{'OpenAI': ['tests/e2e-aigw/llm_test.go', 'internal/tracing/image_generation_span.go', 'tests/e2e-namespaced/namespaced_test.go', 'internal/tracing/openinference/openai/image_generation_config_test.go', 'internal/tracing/image_generation_tracer.go', 'internal/tracing/openinference/openai/image_generation.go', 'tests/e2e/cross_namespace_test.go'], 'Google': ['internal/apischema/gcp/gcp.go']}"
237,BlackVaultEnterprises/superclaude-vaultmind,https://github.com/BlackVaultEnterprises/superclaude-vaultmind,"{'OpenAI': ['internal/llm/provider/azure.go'], 'Google': ['internal/llm/provider/vertexai.go']}"
238,carterjc/joyce,https://github.com/carterjc/joyce,"{'OpenAI': ['backend/internal/processing/transcribe.go', 'backend/internal/processing/summarize.go', 'backend/cmd/server/main.go']}"
239,tetsuo/burp,https://github.com/tetsuo/burp,"{'OpenAI': ['client.go', 'main.go'], 'Anthropic': ['client.go', 'main.go']}"
240,przybylku/askshell,https://github.com/przybylku/askshell,{'OpenAI': ['src/engine/llm.go']}
241,itsLeonB/billsplittr,https://github.com/itsLeonB/billsplittr,{'OpenAI': ['internal/service/llm_service.go']}
242,Nyxze/fayth,https://github.com/Nyxze/fayth,{'OpenAI': ['model/openai/internal/client.go']}
243,douglarek/opencode,https://github.com/douglarek/opencode,"{'OpenAI': ['internal/llm/provider/openai.go', 'internal/llm/provider/azure.go'], 'Google': ['internal/llm/provider/vertexai.go']}"
244,danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,"{'OpenAI': ['internal/plugins/ai/openai/openai_audio.go', 'internal/plugins/ai/openai/openai_image.go', 'internal/plugins/ai/azure/azure.go', 'internal/cli/listing.go', 'internal/plugins/ai/openai/chat_completions.go', 'internal/plugins/ai/exolab/exolab.go']}"
245,getprobo/probo,https://github.com/getprobo/probo,"{'OpenAI': ['pkg/agents/agents.go', 'pkg/agents/changelog_generator.go']}"
246,connorgannaway/how,https://github.com/connorgannaway/how,"{'OpenAI': ['internal/ai/xai.go', 'internal/ai/openai.go', 'internal/ai/openai_compatible.go'], 'Google': ['internal/ai/google.go'], 'Anthropic': ['internal/ai/anthropic.go']}"
247,NaheedRayan/openrouter-go,https://github.com/NaheedRayan/openrouter-go,"{'OpenAI': ['cmd/openai/main.go', 'ai/openai_client_implementation.go']}"
248,fenggwsx/PixCluster,https://github.com/fenggwsx/PixCluster,{'OpenAI': ['internal/services/summarize/summarize_kmeans_service.go']}
249,rgehrsitz/autodoc,https://github.com/rgehrsitz/autodoc,"{'OpenAI': ['internal/analysis/openai.go', 'internal/analysis/enhanced.go', 'internal/analysis/analyzer.go']}"
250,whales-collective/bob,https://github.com/whales-collective/bob,"{'OpenAI': ['backend/workflow/02-tool-calls-detection.go', 'backend/agents/milo.go', 'backend/main.go', 'backend/agents/garfield.go', 'backend/agents/bob.go', 'backend/workflow/04-tools-execution.go', 'backend/agents/khan-mcp.go', 'backend/agents/riker-tools.go', 'backend/workflow/05-similarity-search.go', 'backend/agents/bill.go']}"
251,Argobell/gopilot,https://github.com/Argobell/gopilot,"{'OpenAI': ['cmd/gocopilot/main.go', 'internal/agent/executor.go', 'internal/tools/registry.go', 'internal/agent/memory.go', 'internal/agent/agent.go', 'internal/agent/types.go']}"
252,tencentyun/serverless-demo,https://github.com/tencentyun/serverless-demo,{'OpenAI': ['Go1-QQBotDemo/src/qqbot-demo/infra/repoimpl/openai/impl.go']}
253,jimmyvallejo/concisely-server,https://github.com/jimmyvallejo/concisely-server,"{'OpenAI': ['internal/api/handlers/open_ai.go', 'internal/api/handlers/utils.go'], 'Anthropic': ['internal/api/handlers/anthropic.go', 'internal/api/handlers/utils.go']}"
254,joergjo/go-foundry-local,https://github.com/joergjo/go-foundry-local,"{'OpenAI': ['examples/genkit-go/main.go', 'examples/chat-completion/main.go']}"
255,ryanlee-gemini/qqbot-demo,https://github.com/ryanlee-gemini/qqbot-demo,{'OpenAI': ['infra/repoimpl/openai/impl.go']}
256,kuzgoga/archivist,https://github.com/kuzgoga/archivist,{'OpenAI': ['pkg/ai/openai/openai.go']}
257,RoCry/smolllm-go,https://github.com/RoCry/smolllm-go,"{'OpenAI': ['smolllm/types.go', 'smolllm/types_test.go']}"
258,danielmiessler/Personal_AI_Infrastructure,https://github.com/danielmiessler/Personal_AI_Infrastructure,"{'OpenAI': ['.claude/skills/fabric/fabric-repo/internal/plugins/ai/azure/azure.go', '.claude/skills/fabric/fabric-repo/internal/plugins/ai/openai/chat_completions.go', '.claude/skills/fabric/fabric-repo/internal/plugins/ai/openai/openai_image.go', '.claude/skills/fabric/fabric-repo/internal/plugins/ai/openai/openai_audio.go', '.claude/skills/fabric/fabric-repo/internal/cli/listing.go', '.claude/skills/fabric/fabric-repo/internal/plugins/ai/exolab/exolab.go']}"
259,danielmiessler/PAIPlugin,https://github.com/danielmiessler/PAIPlugin,"{'OpenAI': ['skills/fabric/fabric-repo/internal/cli/listing.go', 'skills/fabric/fabric-repo/internal/plugins/ai/openai/openai_image.go', 'skills/fabric/fabric-repo/internal/plugins/ai/openai/chat_completions.go', 'skills/fabric/fabric-repo/internal/plugins/ai/exolab/exolab.go', 'skills/fabric/fabric-repo/internal/plugins/ai/openai/openai_audio.go', 'skills/fabric/fabric-repo/internal/plugins/ai/azure/azure.go']}"
260,creativerezz/awesome-prompts,https://github.com/creativerezz/awesome-prompts,"{'OpenAI': ['internal/plugins/ai/azure/azure.go', 'internal/plugins/ai/openai/chat_completions.go', 'internal/plugins/ai/exolab/exolab.go', 'internal/plugins/ai/openai/openai_image.go'], 'Google': ['internal/plugins/ai/gemini/gemini_test.go']}"
261,MustafaAamir/stack,https://github.com/MustafaAamir/stack,"{'OpenAI': ['probo/pkg/agents/agents.go', 'probo/pkg/agents/changelog_generator.go']}"
262,Jemarrie/PixCluster,https://github.com/Jemarrie/PixCluster,{'OpenAI': ['internal/services/summarize/summarize_kmeans_service.go']}
263,firebase/genkit,https://github.com/firebase/genkit,"{'OpenAI': ['go/plugins/compat_oai/anthropic/anthropic.go', 'go/samples/compat_oai/anthropic/main.go', 'go/samples/compat_oai/openai/main.go', 'go/plugins/compat_oai/anthropic/anthropic_live_test.go', 'go/samples/compat_oai/custom/main.go'], 'Google': ['go/samples/menu/s04.go', 'go/samples/files-api-vision/main.go', 'go/samples/imagen-gemini/main.go', 'go/samples/vectorsearch-firestore/menu.go', 'go/samples/menu/s05.go', 'go/samples/imagen/main.go', 'go/samples/menu/s03.go', 'go/samples/basic-gemini/main.go', 'go/samples/basic-gemini-with-context/main.go', 'go/plugins/googlegenai/imagen.go', 'go/samples/vectorsearch-biqguery/menu.go', 'go/samples/code-execution-gemini/main.go', 'go/samples/telemetry-test/simple/simple_joke.go', 'go/samples/cache-gemini/main.go', 'go/samples/text-to-speech/main.go'], 'Anthropic': ['go/plugins/vertexai/modelgarden/anthropic_test.go']}"
264,theadell/manimatic,https://github.com/theadell/manimatic,"{'OpenAI': ['app/internal/llm/xai/provider.go', 'app/internal/api/genmanim/service.go', 'app/internal/llm/types.go', 'app/internal/llm/openai/provider.go']}"
265,8bury/sumup4me,https://github.com/8bury/sumup4me,"{'OpenAI': ['internal/config/config.go', 'internal/dao/transcribing.dao.go']}"
266,modelflux/modelflux,https://github.com/modelflux/modelflux,"{'OpenAI': ['pkg/model/openai.go', 'pkg/model/azure.go']}"
267,nakul-krishnakumar/kaiyo-ai,https://github.com/nakul-krishnakumar/kaiyo-ai,"{'OpenAI': ['server/internal/http/chat/types.go', 'server/internal/llm/client.go']}"
268,isac322/terraform-provider-openaiadmin,https://github.com/isac322/terraform-provider-openaiadmin,"{'OpenAI': ['internal/openai/client.go', 'internal/openai/invite_service.go', 'internal/openai/project_api_key_service.go', 'internal/openai/project_service_account_service.go', 'internal/openai/user_service.go', 'internal/openai/project_user_service.go', 'internal/openai/project_service.go']}"
269,roackb2/lucid,https://github.com/roackb2/lucid,"{'OpenAI': ['examples/agent/control_plane/main.go', 'examples/agent/worker/main.go', 'internal/pkg/agents/embedding/embedding.go', 'examples/agent/controller/main.go', 'examples/agent/controller_and_scheduler/main.go', 'examples/agent/persist_state/main.go', 'examples/agent/flow_control/main.go']}"
270,hawaiian-pizza-corp/prompt-engineering,https://github.com/hawaiian-pizza-corp/prompt-engineering,"{'OpenAI': ['01-chat-stream/main.go', '02-chat-stream/main.go', '03-reasoning/main.go', '00-chat-stream/main.go']}"
271,ShiftSad/Typing,https://github.com/ShiftSad/Typing,{'OpenAI': ['generate.go']}
272,nomercy360/peatch,https://github.com/nomercy360/peatch,{'OpenAI': ['internal/embedding/embedding.go']}
273,runmedev/runme,https://github.com/runmedev/runme,"{'OpenAI': ['pkg/agent/ai/client.go', 'pkg/agent/ai/cells_test.go']}"
274,emanueldias01/TranscriptionAudiosAPI,https://github.com/emanueldias01/TranscriptionAudiosAPI,{'OpenAI': ['service/transcription.go']}
275,TheTimbob/Timterests,https://github.com/TheTimbob/Timterests,{'OpenAI': ['internal/ai/suggestion.go']}
276,aaronromeo/swolegen,https://github.com/aaronromeo/swolegen,"{'OpenAI': ['internal/llm/provider/openai.go', 'internal/llm/provider/types.go']}"
277,wade-liwei/genkit-web,https://github.com/wade-liwei/genkit-web,"{'OpenAI': ['go/samples/compat_oai/openai/main.go', 'go/plugins/compat_oai/anthropic/anthropic_live_test.go', 'go/samples/compat_oai/anthropic/main.go', 'go/plugins/compat_oai/anthropic/anthropic.go'], 'Anthropic': ['go/plugins/vertexai/modelgarden/anthropic_test.go']}"
278,danilobml/travel-planner-api,https://github.com/danilobml/travel-planner-api,"{'OpenAI': ['internal/repositories/openai_llm_repository.go', 'cmd/api/main.go']}"
279,casualjim/bubo,https://github.com/casualjim/bubo,{'OpenAI': ['provider/openai/model.go']}
280,hanipcode/Filocode,https://github.com/hanipcode/Filocode,{'OpenAI': ['pkg/ai/ai.go']}
281,k33g/compose-codex,https://github.com/k33g/compose-codex,"{'OpenAI': ['bot/agents.go', 'docker/compose-codex/backend/tools/mcp.go', 'bot/agents/agents.go', 'bot/main.go', 'bot/tools/mcp.go', 'docker/compose-codex/backend/agents/agents.go']}"
282,adistrim/zestron,https://github.com/adistrim/zestron,{'OpenAI': ['server/services/CallLLM_API.go']}
283,sea-monkeys/forbidden-planet,https://github.com/sea-monkeys/forbidden-planet,"{'OpenAI': ['01-search-agent/main.go', '03-extract-data-function/main.go', '02-search-function/main.go']}"
284,invertase/genkit-cli-signing-test,https://github.com/invertase/genkit-cli-signing-test,"{'OpenAI': ['go/samples/compat_oai/openai/main.go', 'go/plugins/compat_oai/anthropic/anthropic_live_test.go', 'go/samples/compat_oai/anthropic/main.go', 'go/plugins/compat_oai/anthropic/anthropic.go'], 'Google': ['go/samples/menu/s04.go', 'go/samples/files-api-vision/main.go', 'go/samples/imagen-gemini/main.go', 'go/samples/menu/s05.go', 'go/samples/imagen/main.go', 'go/samples/menu/s03.go', 'go/samples/basic-gemini/main.go', 'go/samples/basic-gemini-with-context/main.go', 'go/plugins/googlegenai/imagen.go', 'go/samples/code-execution-gemini/main.go', 'go/samples/cache-gemini/main.go'], 'Anthropic': ['go/plugins/vertexai/modelgarden/anthropic_test.go']}"
285,scitix/arks,https://github.com/scitix/arks,{'OpenAI': ['pkg/gateway/http_handler.go']}
286,recreate-run/mix,https://github.com/recreate-run/mix,"{'OpenAI': ['mix_agent/internal/llm/provider/azure.go'], 'Google': ['mix_agent/internal/llm/provider/vertexai.go']}"
287,andrewrech/openai-helper,https://github.com/andrewrech/openai-helper,"{'OpenAI': ['pdf_extractor_test.go', 'format_mode.go', 'text_formatter.go', 'parallel_text_formatting_test.go', 'api_test.go', 'api.go', 'scrub_test.go', 'scrub.go']}"
288,dev-crusader/chatbot-go,https://github.com/dev-crusader/chatbot-go,"{'OpenAI': ['service/chat_service.go', 'service/chatmanager.go']}"
289,opendatahub-io/maas-billing,https://github.com/opendatahub-io/maas-billing,"{'OpenAI': ['maas-api/internal/handlers/models.go', 'maas-api/internal/handlers/models_test.go', 'maas-api/internal/models/types.go']}"
290,SlimRAG/SlimRAG,https://github.com/SlimRAG/SlimRAG,"{'OpenAI': ['v1/audit_client.go', 'cmd/srag/health.go', 'v1/audit_test.go', 'cmd/srag/update.go', 'v1/client_interfaces.go', 'v1/audit.go', 'cmd/srag/serve.go']}"
291,Mubiridziri/threadzilla,https://github.com/Mubiridziri/threadzilla,{'OpenAI': ['external/openai/client.go']}
292,timwangmusic/Vacation-Planner,https://github.com/timwangmusic/Vacation-Planner,{'OpenAI': ['planner/openai.go']}
293,uni-token/core,https://github.com/uni-token/core,{'OpenAI': ['sdk/go/example/main.go']}
294,jinford/coding-agent-example,https://github.com/jinford/coding-agent-example,"{'OpenAI': ['ai/tools/read_file.go', 'ai/tools/common.go', 'ai/tools/grep_file.go', 'ai/tools/list_file.go', 'ai/tools/write_file.go', 'ai/tools/patch_file.go']}"
295,wbartholomay/ascii-image-generator,https://github.com/wbartholomay/ascii-image-generator,{'OpenAI': ['main.go']}
296,TheApeMachine/idrinkyourmilkshake,https://github.com/TheApeMachine/idrinkyourmilkshake,"{'OpenAI': ['ai/agent.go', 'openai/buffer.go']}"
297,Cozmaaa/TriviaTicTacToeGame,https://github.com/Cozmaaa/TriviaTicTacToeGame,{'OpenAI': ['internal/api/openAIAPI.go']}
298,k33g/sunny-tech-2025-mcp,https://github.com/k33g/sunny-tech-2025-mcp,"{'OpenAI': ['01-the-augmented-llm/main.go', 'agents/Lyralei.go', 'agents/Grash.go', 'agents/Thorin.go', '12-perspectives/main.go', '02-function-calling/main.go', 'agents/Aldric.go', 'agents/Zephyr.go', 'helpers/mcp-tools.go', 'helpers/json.go', 'agents/agents.go', '03-execute-tool-calls/main.go']}"
299,EduardDranca/GoAgent,https://github.com/EduardDranca/GoAgent,"{'OpenAI': ['internal/llm/openai_session.go', 'internal/llm/rate_limit_session_builder.go']}"
300,Dokiys/example,https://github.com/Dokiys/example,"{'OpenAI': ['go/zz_my/llm/llmclient/main.go', 'go/zz_my/llm/llmclient/knowledge/embedding/embedding.go', 'go/zz_my/llm/llmclient/knowledge/knowledge_test.go', 'go/zz_my/llm/aicommit/main.go']}"
301,ChristopherScot/urlShortener,https://github.com/ChristopherScot/urlShortener,{'OpenAI': ['lambdas/linkguesser/internal/ai.go']}
302,StoneG24/slape,https://github.com/StoneG24/slape,"{'OpenAI': ['pkg/vars/defs.go', 'pkg/pipeline/wrapper.go']}"
303,Web4application/gpt-5-mini,https://github.com/Web4application/gpt-5-mini,{'OpenAI': ['main.go']}
304,sharithg/civet,https://github.com/sharithg/civet,{'OpenAI': ['backend/internal/genai/genai.go']}
305,sbsto/suggest,https://github.com/sbsto/suggest,"{'OpenAI': ['llm/openai.go'], 'Anthropic': ['llm/anthropic.go']}"
306,lordmitrii/fitness-tracker,https://github.com/lordmitrii/fitness-tracker,{'OpenAI': ['backend/internal/infrastructure/ai/openai.go']}
307,zhubiaook/vue-learning,https://github.com/zhubiaook/vue-learning,"{'OpenAI': ['server/server/server.go', 'server/llmapp/app.go', 'server/llmclient/client.go']}"
308,vlks-dev/mytelegrambotapi,https://github.com/vlks-dev/mytelegrambotapi,{'OpenAI': ['deepseek/R1Connect.go']}
309,EFinish/openaiplayground,https://github.com/EFinish/openaiplayground,"{'OpenAI': ['chat.go', 'norskchat.go']}"
310,ralscha/blog2022,https://github.com/ralscha/blog2022,"{'OpenAI': ['pix2sketch/server/main.go', 'pix2sketch/server/talkHandler.go', 'pix2sketch/server/sketchHandler.go'], 'Google': ['godockerllm/tool/main.go', 'godockerllm/internal/codegen.go', 'godockerllm/internal/retry.go']}"
311,ahargunyllib/thera-be,https://github.com/ahargunyllib/thera-be,{'OpenAI': ['pkg/opeanai/opeanai.go']}
312,Ewins518/mckinsey-ark-use-case,https://github.com/Ewins518/mckinsey-ark-use-case,"{'OpenAI': ['services/postgres-memory/main_test.go', 'ark/internal/genai/model_generic.go', 'ark/internal/genai/provider_openai.go', 'ark/internal/genai/memory.go', 'ark/internal/genai/types.go', 'ark/internal/genai/model_properties.go', 'ark/internal/genai/provider_azure.go']}"
313,ThirdAILabs/ner-backend,https://github.com/ThirdAILabs/ner-backend,"{'OpenAI': ['internal/core/datagen_v2/llms.go', 'internal/core/datagen_v2/prompts/random.go']}"
314,bilte-co/bilte,https://github.com/bilte-co/bilte,{'OpenAI': ['internal/prompt/prompt.go']}
315,aDiThYa-808/persona-box,https://github.com/aDiThYa-808/persona-box,{'OpenAI': ['backend/internal/handlers/chat.go']}
316,Hermann-web/McKinsey-AI-Hackathon-MWell-Asset-Management,https://github.com/Hermann-web/McKinsey-AI-Hackathon-MWell-Asset-Management,"{'OpenAI': ['services/postgres-memory/main_test.go', 'ark/internal/genai/model_generic.go', 'ark/internal/genai/provider_openai.go', 'ark/internal/genai/memory.go', 'ark/internal/genai/types.go', 'ark/internal/genai/model_properties.go', 'ark/internal/genai/provider_azure.go']}"
317,ca-risken/core,https://github.com/ca-risken/core,"{'OpenAI': ['pkg/ai/openai.go', 'pkg/ai/tool.go', 'pkg/ai/responses.go', 'pkg/ai/chat.go']}"
318,cneill/smoke,https://github.com/cneill/smoke,"{'OpenAI': ['cmd/smoke/providers.go', 'pkg/providers/chatgpt/chatgpt.go', 'pkg/providers/grok/grok.go'], 'Anthropic': ['pkg/providers/claude/claude.go', 'cmd/smoke/providers.go']}"
319,ghazlabs/idn-remote-entry,https://github.com/ghazlabs/idn-remote-entry,"{'OpenAI': ['internal/vacancy-worker/driven/resolver/vacancy_test.go', 'internal/vacancy-worker/driven/resolver/parser/greenhouse.go', 'internal/crawler-worker/driven/content-checker/checker.go', 'cmd/vacancy-worker/main.go', 'cmd/crawler-worker/main.go', 'internal/vacancy-worker/driven/resolver/util/util.go', 'internal/vacancy-worker/driven/resolver/hqloc/locator_test.go', 'internal/vacancy-worker/driven/resolver/hqloc/locator.go', 'internal/vacancy-worker/driven/resolver/parser/ocr.go']}"
320,ppdyc-137/AskGPT,https://github.com/ppdyc-137/AskGPT,{'OpenAI': ['openai.go']}
321,cschleiden/promptmd,https://github.com/cschleiden/promptmd,{'OpenAI': ['go/example/main.go']}
322,xpanvictor/xarvis,https://github.com/xpanvictor/xarvis,{'OpenAI': ['pkg/assistant/openai.go']}
323,omegabytes/ecologits-go,https://github.com/omegabytes/ecologits-go,{'OpenAI': ['examples/openai/main.go']}
324,CryptoAutistic80/nx-go-example,https://github.com/CryptoAutistic80/nx-go-example,"{'OpenAI': ['apps/backend/handlers/query.go', 'apps/backend/services/chat.go', 'apps/backend/services/openai.go']}"
325,braintrustdata/braintrust-x-go,https://github.com/braintrustdata/braintrust-x-go,"{'OpenAI': ['examples/openrouter/main.go', 'examples/evals/evals.go', 'examples/openai/main.go'], 'Google': ['examples/genai/main.go', 'braintrust/trace/tracegenai/tracegenai_test.go'], 'Anthropic': ['examples/anthropic/main.go']}"
326,dimdasci/seek,https://github.com/dimdasci/seek,"{'OpenAI': ['internal/client/openai/client.go', 'internal/client/openai/report.go', 'internal/client/openai/planner.go']}"
327,tanakachitsamba/go-gbt-wrapper,https://github.com/tanakachitsamba/go-gbt-wrapper,"{'OpenAI': ['whisper.go', 'pkg/openai/types.go', 'whisper_test.go', 'pkg/openai/client.go']}"
328,loukaspe/rag-golang,https://github.com/loukaspe/rag-golang,"{'OpenAI': ['pkg/embeddings/embedder.go', 'pkg/server/http/server.go']}"
329,Ch-cheburashka/finfluence-chat,https://github.com/Ch-cheburashka/finfluence-chat,{'OpenAI': ['internal/service/chat.go']}
330,witooh/agentflow,https://github.com/witooh/agentflow,{'OpenAI': ['internal/agents/agents.go']}
331,acai-travel/go-openai-router,https://github.com/acai-travel/go-openai-router,"{'OpenAI': ['pkg/server/server.go', 'pkg/router/router_test.go', 'pkg/router/router.go']}"
332,Tencent/AI-Infra-Guard,https://github.com/Tencent/AI-Infra-Guard,"{'OpenAI': ['pkg/openai/openai.go', 'common/utils/models/openai.go']}"
333,Shu-AFK/WawiIC,https://github.com/Shu-AFK/WawiIC,{'OpenAI': ['cmd/openai/openai.go']}
334,maximhq/maxim-cookbooks,https://github.com/maximhq/maxim-cookbooks,"{'OpenAI': ['go/observability-online-eval/openai/withMiddleware.go', 'go/observability-online-eval/openai/manual.go', 'go/observability-online-eval/azure/manual.go']}"
335,james-s-tayler/gion_go,https://github.com/james-s-tayler/gion_go,"{'OpenAI': ['giongo/llm.go', 'giongo/application.go']}"
336,AstraBert/pr-checker-ai,https://github.com/AstraBert/pr-checker-ai,"{'OpenAI': ['go/ai/ai.go'], 'Anthropic': ['go/ai/ai.go']}"
337,nohavewho/whogate-unla,https://github.com/nohavewho/whogate-unla,{'OpenAI': ['pkg/openai/client.go']}
338,mckinsey/agents-at-scale-ark,https://github.com/mckinsey/agents-at-scale-ark,"{'OpenAI': ['ark/internal/genai/streaming_test.go', 'ark/internal/genai/model.go', 'ark/internal/genai/message_helpers.go', 'ark/internal/genai/model_generic.go', 'ark/internal/genai/model_probe.go', 'ark/internal/genai/memory.go', 'ark/internal/genai/model_properties.go', 'ark/internal/genai/types.go', 'ark/internal/genai/a2a_execution.go', 'ark/internal/genai/memory_http_test.go', 'ark/internal/genai/provider_azure.go']}"
339,rohankatakam/coderisk,https://github.com/rohankatakam/coderisk,{'OpenAI': ['internal/agent/llm_client.go']}
340,Victor-johnsson/bingo,https://github.com/Victor-johnsson/bingo,"{'OpenAI': ['api/ai/chat.go', 'api/ai/client.go']}"
341,EthanHosier/reel-farm-clone,https://github.com/EthanHosier/reel-farm-clone,{'OpenAI': ['server/internal/service/llm_service.go']}
342,kevingil/blog,https://github.com/kevingil/blog,"{'OpenAI': ['backend/internal/services/text_generation.go', 'backend/internal/services/images.go'], 'Google': ['backend/internal/llm/provider/vertexai.go']}"
343,rizrmd/zlay,https://github.com/rizrmd/zlay,{'OpenAI': ['backend/internal/llm/interface.go']}
344,wannabehero/gh-aipr,https://github.com/wannabehero/gh-aipr,"{'OpenAI': ['llm/openai.go'], 'Anthropic': ['llm/anthropic.go']}"
345,yoihito/ai-quick-cmd,https://github.com/yoihito/ai-quick-cmd,{'OpenAI': ['internal/cli/llm.go']}
