,full_name,html_url,labels
88,huanghehe1223/ai-prepare,https://github.com/huanghehe1223/ai-prepare,"{'OpenAI': ['project-service/src/main/java/upc/projectname/projectservice/utils/OpenAISdkUtils.java', 'project-service/src/main/java/upc/projectname/projectservice/utils/EducationAutoCompleteUtils.java']}"
89,sebastian-zm/PBL4,https://github.com/sebastian-zm/PBL4,"{'OpenAI': ['src/main/java/software/sebastian/oposiciones/config/OpenAiConfig.java', 'src/main/java/software/sebastian/oposiciones/service/ModeloEmbeddingService.java', 'src/main/java/software/sebastian/oposiciones/service/ConvocatoriaEmbeddingService.java', 'src/main/java/software/sebastian/oposiciones/service/EtiquetaEmbeddingService.java']}"
90,eugenp/tutorials,https://github.com/eugenp/tutorials,"{'OpenAI': ['libraries-ai/src/main/java/com/baeldung/openai/BaeldungOpenAiAssistant.java', 'libraries-ai/src/main/java/com/baeldung/openai/BaeldungOpenAiCompletion.java', 'libraries-ai/src/main/java/com/baeldung/openai/BaeldungOpenAiConversation.java']}"
91,milandekoning/CodeCocoon,https://github.com/milandekoning/CodeCocoon,{'OpenAI': ['src/main/java/org/jetbrains/research/codecocoon/llm/OpenAI.java']}
92,alaurrs/ai-prompt-dashboard-backend,https://github.com/alaurrs/ai-prompt-dashboard-backend,"{'OpenAI': ['src/main/java/com/sallyvnge/aipromptbackend/infrastructure/OpenAiProvider.java', 'src/main/java/com/sallyvnge/aipromptbackend/service/memory/impl/PgvectorSemanticMemoryService.java', 'src/main/java/com/sallyvnge/aipromptbackend/config/OpenAiConfig.java']}"
93,ojm6135/What-is-your-OOTD,https://github.com/ojm6135/What-is-your-OOTD,{'OpenAI': ['what-is-your-ootd/src/main/java/com/school/what_is_your_ootd/util/OpenAIFetcher.java']}
94,thatssatya-org/ai-service,https://github.com/thatssatya-org/ai-service,{'OpenAI': ['open-ai-integration/src/main/java/com/samsepiol/open/ai/client/impl/DefaultOpenAIServiceClient.java']}
95,tuyucheng777/taketoday-tutorial4j,https://github.com/tuyucheng777/taketoday-tutorial4j,"{'OpenAI': ['libraries-modules/libraries-ai/src/main/java/cn/tuyucheng/taketoday/openai/TuyuchengOpenAiAssistant.java', 'libraries-modules/libraries-ai/src/main/java/cn/tuyucheng/taketoday/openai/TuyuchengOpenAiConversation.java', 'libraries-modules/libraries-ai/src/main/java/cn/tuyucheng/taketoday/openai/TuyuchengOpenAiCompletion.java']}"
96,Funt1koff/vkbot,https://github.com/Funt1koff/vkbot,"{'OpenAI': ['src/main/java/com/funtikov/gpt/ChatGptClient.java', 'src/main/java/com/funtikov/config/OpenAiConfig.java']}"
97,gwenneg/hackathon-prompt-tuner,https://github.com/gwenneg/hackathon-prompt-tuner,{'OpenAI': ['src/main/java/com/gwenneg/hackathon/prompttuner/openai/PromptSender.java']}
98,kestra-io/plugin-openai,https://github.com/kestra-io/plugin-openai,{'OpenAI': ['src/main/java/io/kestra/plugin/openai/AbstractTask.java']}
99,phpoh/useAItoEat,https://github.com/phpoh/useAItoEat,"{'OpenAI': ['src/main/java/com/example/xiaohui/service/JdkBigModel.java', 'src/main/java/com/example/xiaohui/service/JdkBigModelLiuShi.java']}"
100,AJoelCastro/api-text-generation-service,https://github.com/AJoelCastro/api-text-generation-service,{'OpenAI': ['src/main/java/com/arturocastro/apitextgenerationservice/service/TextGenerationService.java']}
101,darters/JavaAiVoiceTextGrammarImprover,https://github.com/darters/JavaAiVoiceTextGrammarImprover,{'OpenAI': ['src/main/java/com/example/aijavagrammar/service/AiService.java']}
102,anikolaevskiy/Test-automation-agent,https://github.com/anikolaevskiy/Test-automation-agent,"{'OpenAI': ['llm/llm-openai/src/main/java/com/test/agent/configuration/OpenAiClientConfiguration.java', 'llm/llm-openai/src/main/java/com/test/agent/configuration/openai/OpenAIConfiguration.java', 'llm/llm-openai/src/main/java/com/test/agent/OpenAiClient.java']}"
103,nimbly-dev/ph-shoes-data-spa,https://github.com/nimbly-dev/ph-shoes-data-spa,"{'OpenAI': ['ph-shoes-backend/src/main/java/com/nimbly/phshoesbackend/service/impl/OpenAiEmbeddingServiceImpl.java', 'ph-shoes-backend/src/main/java/com/nimbly/phshoesbackend/service/impl/OpenAiIntentParserServiceImpl.java']}"
104,Yunyke/news-project,https://github.com/Yunyke/news-project,{'OpenAI': ['src/main/java/com/example/demo/config/NewsAiAssistant.java']}
105,tutkowskim/TheVoice,https://github.com/tutkowskim/TheVoice,{'OpenAI': ['src/main/java/com/tutkowski/thevoice/clients/gemini/Gemini.java']}
106,jjch99/spring-boot-examples,https://github.com/jjch99/spring-boot-examples,"{'OpenAI': ['spring-boot-example-mcp/spring-boot-example-mcp-client/src/test/java/org/example/QianFanTest.java', 'spring-boot-example-mcp/spring-boot-example-mcp-client/src/test/java/org/example/QwenTest.java']}"
107,alibaba/loongsuite-java-agent,https://github.com/alibaba/loongsuite-java-agent,"{'OpenAI': ['instrumentation/openai/openai-java-1.1/library/src/main/java/io/opentelemetry/instrumentation/openai/v1_1/OpenAITelemetry.java', 'instrumentation/openai/openai-java-1.1/javaagent/src/main/java/io/opentelemetry/javaagent/instrumentation/openai/v1_1/OpenAiClientInstrumentation.java', 'instrumentation/openai/openai-java-1.1/library/src/main/java/io/opentelemetry/instrumentation/openai/v1_1/InstrumentedOpenAiClient.java', 'instrumentation/openai/openai-java-1.1/javaagent/src/test/java/io/opentelemetry/javaagent/instrumentation/openai/v1_1/ChatTest.java']}"
108,rohit23ahuja/java-learnings-and-practice,https://github.com/rohit23ahuja/java-learnings-and-practice,"{'OpenAI': ['src/main/java/practice/api/openai/OpenAIApiClient.java'], 'Anthropic': ['src/main/java/practice/api/anthropic/AnthropicApiClient.java']}"
109,rahulkadam/llm-agents-examples,https://github.com/rahulkadam/llm-agents-examples,{'OpenAI': ['java-writing-assistant/src/main/java/com/example/writingassistant/service/OpenAIClientServiceImpl.java']}
110,open-telemetry/opentelemetry-java-instrumentation,https://github.com/open-telemetry/opentelemetry-java-instrumentation,"{'OpenAI': ['instrumentation/openai/openai-java-1.1/javaagent/src/main/java/io/opentelemetry/javaagent/instrumentation/openai/v1_1/OpenAiClientInstrumentation.java', 'instrumentation/openai/openai-java-1.1/javaagent/src/test/java/io/opentelemetry/javaagent/instrumentation/openai/v1_1/EmbeddingsTest.java', 'instrumentation/openai/openai-java-1.1/javaagent/src/test/java/io/opentelemetry/javaagent/instrumentation/openai/v1_1/ChatTest.java', 'instrumentation/openai/openai-java-1.1/library/src/test/java/io/opentelemetry/instrumentation/openai/v1_1/EmbeddingsTest.java', 'instrumentation/openai/openai-java-1.1/testing/src/main/java/io/opentelemetry/instrumentation/openai/v1_1/AbstractOpenAiTest.java', 'instrumentation/openai/openai-java-1.1/library/src/main/java/io/opentelemetry/instrumentation/openai/v1_1/InstrumentedOpenAiClient.java', 'instrumentation/openai/openai-java-1.1/library/src/main/java/io/opentelemetry/instrumentation/openai/v1_1/OpenAITelemetry.java']}"
111,StroeFlorin/floreonbot,https://github.com/StroeFlorin/floreonbot,{'OpenAI': ['src/main/java/dev/stroe/floreonbot/service/ChatGPTService.java']}
112,Marcu123/MealSaver,https://github.com/Marcu123/MealSaver,{'OpenAI': ['MealSaver/src/main/java/com/marcu/mealsaver/Service/OpenAiServiceWrapper.java']}
113,theoliverlear/Sigwarth-Software-Suite,https://github.com/theoliverlear/Sigwarth-Software-Suite,{'OpenAI': ['Java-Suite/Externals-Suite/OpenAI-Suite/src/main/java/com/sigwarthsoftware/openai/OpenAiChat.java']}
114,dolamore/motivation-letter-bot,https://github.com/dolamore/motivation-letter-bot,{'OpenAI': ['src/main/java/com/test/motivationletterbot/llm/OpenAiClientService.java']}
115,baonoob1011/SWP_Projetc_G6,https://github.com/baonoob1011/SWP_Projetc_G6,{'OpenAI': ['adn_backend/src/main/java/swp/project/adn_backend/service/chatBot/ChatbotService.java']}
116,coolleave/star-graph,https://github.com/coolleave/star-graph,{'OpenAI': ['src/main/java/com/coolleave/genpic/core/utils/QWenUtils.java']}
117,mucsi96/learn-language,https://github.com/mucsi96/learn-language,"{'OpenAI': ['server/src/main/java/io/github/mucsi96/learnlanguage/service/OpenAIAudioService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/service/OpenAIImageService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/service/WordTypeService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/service/TranslationService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/service/AreaWordsService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/service/GenderDetectionService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/config/AIConfiguration.java'], 'Google': ['server/src/main/java/io/github/mucsi96/learnlanguage/service/GoogleImageService.java', 'server/src/main/java/io/github/mucsi96/learnlanguage/config/AIConfiguration.java']}"
118,skovdev/project-management-system,https://github.com/skovdev/project-management-system,"{'OpenAI': ['ai-service/src/main/java/local/pms/aiservice/config/OpenAiClientConfig.java', 'ai-service/src/main/java/local/pms/aiservice/service/impl/chatgpt/ChatGptServiceImpl.java']}"
119,huns77/univ,https://github.com/huns77/univ,"{'OpenAI': ['src/main/java/com/choongang/univ/hospital/std/service/HospStdOpenAiServiceImpl.java', 'src/main/java/com/choongang/univ/job/reserve/service/JobReserveAiServiceImpl.java', 'src/main/java/com/choongang/univ/barrierfree/consult/service/consulltGptServiceImpl.java']}"
120,beneken/codearchitecture,https://github.com/beneken/codearchitecture,{'OpenAI': ['example/src/services/accounting/src/main/java/com/example/accounting/service/AiProxy.java']}
121,Kunals990/ai-Chat-SpringBoot-NextJs,https://github.com/Kunals990/ai-Chat-SpringBoot-NextJs,"{'OpenAI': ['aiChat-backend/src/main/java/com/kunals990/aichat/service/llm/OpenAi.java'], 'Google': ['aiChat-backend/src/main/java/com/kunals990/aichat/service/llm/OpenAi.java', 'aiChat-backend/src/main/java/com/kunals990/aichat/service/llm/Gemini.java']}"
122,marwat98/EmailAI,https://github.com/marwat98/EmailAI,{'OpenAI': ['src/main/java/EmailAIWindowManager/OpenAIConfigurator/OpenAIConfigurator.java']}
123,ahmetharunerturk/openai-java,https://github.com/ahmetharunerturk/openai-java,{'OpenAI': ['src/main/java/org/example/Main.java']}
124,andrewtjew/nova,https://github.com/andrewtjew/nova,{'OpenAI': ['components/src/main/java/org/nova/external/services/AzureChatCompletionService.java']}
125,huns77/plan_f,https://github.com/huns77/plan_f,"{'OpenAI': ['src/main/java/com/choongang/univ/hospital/std/service/HospStdOpenAiServiceImpl.java', 'src/main/java/com/choongang/univ/job/reserve/service/JobReserveAiServiceImpl.java', 'src/main/java/com/choongang/univ/barrierfree/consult/service/consulltGptServiceImpl.java']}"
126,huns77/plan_b,https://github.com/huns77/plan_b,"{'OpenAI': ['src/main/java/com/choongang/univ/hospital/std/service/HospStdOpenAiServiceImpl.java', 'src/main/java/com/choongang/univ/job/reserve/service/JobReserveAiServiceImpl.java', 'src/main/java/com/choongang/univ/barrierfree/consult/service/consulltGptServiceImpl.java']}"
127,devrel-workshop/ai-as-lib-workshop,https://github.com/devrel-workshop/ai-as-lib-workshop,"{'OpenAI': ['solutions/audio/java/SpeechToText.java', 'solutions/audio/java/SpeechToSpeech.java']}"
128,ANTHONUSS/ANTHONUS-bot,https://github.com/ANTHONUSS/ANTHONUS-bot,{'OpenAI': ['src/main/java/fr/anthonus/utils/api/OpenAIAPI.java']}
129,SnakeSolid/java-voiceify,https://github.com/SnakeSolid/java-voiceify,{'OpenAI': ['src/main/java/ru/snake/bot/voiceify/worker/backend/OpenAiBackend.java']}
130,agrotopya/ecommerce_with_angular_springboot_mysql,https://github.com/agrotopya/ecommerce_with_angular_springboot_mysql,{'OpenAI': ['backend/src/main/java/com/fibiyo/ecommerce/config/OpenAiConfig.java']}
131,sharifrahim/chatgpt-integration,https://github.com/sharifrahim/chatgpt-integration,"{'OpenAI': ['src/main/java/com/github/sharifrahim/chatgptintegration/demo/service/impl/ChatGptServiceImpl.java', 'src/main/java/com/github/sharifrahim/chatgptintegration/demo/config/OpenAIConfig.java']}"
132,Radiant-Wizard/hazavao-STD23014,https://github.com/Radiant-Wizard/hazavao-STD23014,{'OpenAI': ['src/main/java/com/rw/hazavao/endpoint/rest/controller/health/HazavaoController.java']}
133,srnagar/azure-sdk-samples,https://github.com/srnagar/azure-sdk-samples,"{'OpenAI': ['src/main/java/io/srnagar/openai/OpenAISample.java', 'src/main/java/io/srnagar/openai/AzureOpenAISample.java']}"
134,Gz-Labs/GZAssist,https://github.com/Gz-Labs/GZAssist,{'OpenAI': ['src/main/java/br/com/gzlabs/gzassist/application/AppFactory.java']}
135,nastiausenko/WEB_Basics,https://github.com/nastiausenko/WEB_Basics,{'OpenAI': ['lab3/src/main/java/org/example/lab/data/chat_gpt/ChatGptService.java']}
136,jakubholik90/ready4AI_01_entertAIner,https://github.com/jakubholik90/ready4AI_01_entertAIner,{'OpenAI': ['src/main/java/pl/jakubholik90/ChatClient.java']}
137,xdnw/locutus,https://github.com/xdnw/locutus,{'OpenAI': ['src/main/java/link/locutus/discord/gpt/imps/AdaEmbedding.java']}
138,jseitter/webetl,https://github.com/jseitter/webetl,{'OpenAI': ['backend/src/main/java/io/webetl/client/OAIClient.java']}
139,jasonSOUI/TimeCard,https://github.com/jasonSOUI/TimeCard,"{'OpenAI': ['src/main/java/com/mg/ai/OpenAI.java'], 'Google': ['src/main/java/com/mg/ai/GeminiAI.java']}"
140,Gaurav560/DirectlyUsingOpenAISDK,https://github.com/Gaurav560/DirectlyUsingOpenAISDK,{'OpenAI': ['src/main/java/com/telusko/Main.java']}
141,AJoelCastro/api-structured-output-service,https://github.com/AJoelCastro/api-structured-output-service,{'OpenAI': ['src/main/java/com/arturocastro/apistructuredoutputservice/service/StructuredOutputService.java']}
142,braintrustdata/braintrust-sdk-java,https://github.com/braintrustdata/braintrust-sdk-java,"{'OpenAI': ['examples/src/main/java/dev/braintrust/examples/PromptFetchingExample.java', 'examples/src/main/java/dev/braintrust/examples/OpenAIInstrumentationExample.java', 'src/main/java/dev/braintrust/instrumentation/openai/BraintrustOpenAI.java', 'src/main/java/dev/braintrust/instrumentation/openai/otel/OpenAITelemetry.java', 'src/main/java/dev/braintrust/instrumentation/openai/otel/InstrumentedOpenAiClient.java'], 'Anthropic': ['src/main/java/dev/braintrust/instrumentation/anthropic/otel/AnthropicTelemetry.java', 'src/main/java/dev/braintrust/instrumentation/anthropic/otel/InstrumentedAnthropicClient.java', 'examples/src/main/java/dev/braintrust/examples/AnthropicInstrumentationExample.java', 'src/main/java/dev/braintrust/instrumentation/anthropic/BraintrustAnthropic.java']}"
143,ViniciusVon/screenmatch-spring-data-jpa,https://github.com/ViniciusVon/screenmatch-spring-data-jpa,{'OpenAI': ['src/main/java/br/com/alura/screenmatch/service/ConsultaChatGPT.java']}
144,teenytinyai/teenytinyai,https://github.com/teenytinyai/teenytinyai,"{'OpenAI': ['integration-tests/java-openai/src/test/java/BasicTest.java', 'integration-tests/java-openai/src/test/java/OptionsTest.java', 'integration-tests/java-openai/src/test/java/AuthErrorTest.java', 'integration-tests/java-openai/src/test/java/StreamingTest.java']}"
145,Itor-Carlos/Teste_Software_LLM_2025_Queiroz_Itor,https://github.com/Itor-Carlos/Teste_Software_LLM_2025_Queiroz_Itor,{'OpenAI': ['versaoAPI/vulnerable-app/src/main/java/org/example/GeradorDeTestes.java']}
146,rusudinu/java-lmstudio-demo,https://github.com/rusudinu/java-lmstudio-demo,{'OpenAI': ['src/main/java/org/example/Main.java']}
147,kgeeti/ChatGPT-HelloWorld,https://github.com/kgeeti/ChatGPT-HelloWorld,{'OpenAI': ['src/main/java/br/eti/kge/chatgpt/helloworld/ChatGPTHelloWorld.java']}
148,damo/openai-push-to-talk-java,https://github.com/damo/openai-push-to-talk-java,{'OpenAI': ['src/main/java/org/example/EphemeralTokenServer.java']}
149,kousen/OpenAiDemo_Trincoll,https://github.com/kousen/OpenAiDemo_Trincoll,{'OpenAI': ['src/test/java/edu/trincoll/openai/OpenAIOfficialTest.java']}
150,nebur43/java,https://github.com/nebur43/java,"{'OpenAI': ['openai-client/src/test/java/com/nebur/openai_client/StreamTest.java', 'openai-client/src/test/java/com/nebur/openai_client/EmbeddignsTest.java', 'openai-client/src/test/java/com/nebur/openai_client/FileSearch.java', 'openai-client/src/test/java/com/nebur/openai_client/StructuredTest.java', 'openai-client/src/test/java/com/nebur/openai_client/ReasoningResponseApiTest.java', 'openai-client/src/test/java/com/nebur/openai_client/BasicResponseApiTest.java', 'openai-client/src/test/java/com/nebur/openai_client/FineTuningTest.java', 'openai-client/src/test/java/com/nebur/openai_client/AsyncTest.java']}"
151,dbaldes/java.de-ircbot,https://github.com/dbaldes/java.de-ircbot,"{'OpenAI': ['src/main/java/de/throughput/ircbot/handler/SimpleAiService.java', 'src/main/java/de/throughput/ircbot/handler/LagerfeldAiCommandHandler.java']}"
152,hana-boy/smart-resume-backend,https://github.com/hana-boy/smart-resume-backend,{'OpenAI': ['src/main/java/jp/smart_resume/resume/client/OpenAiClient.java']}
153,ImEldin/Career-Progression-App,https://github.com/ImEldin/Career-Progression-App,{'OpenAI': ['Career-Progression-App-Backend/src/main/java/com/team5/career_progression_app/service/OpenAIService.java']}
154,jonathan417/ai-image-process,https://github.com/jonathan417/ai-image-process,{'OpenAI': ['src/main/java/org/example/aiimageprocess/service/AiImageProcessService.java']}
155,dowpiko/jobis,https://github.com/dowpiko/jobis,{'OpenAI': ['backend/jobis/src/main/java/org/jobis/service/AiServiceImpl.java']}
156,gustavo-olmos/routine-pusher-backend,https://github.com/gustavo-olmos/routine-pusher-backend,{'OpenAI': ['src/main/java/com/routine/pusher/application/external/client/OpenAIChatClient.java']}
157,getrebuild/rebuild,https://github.com/getrebuild/rebuild,{'OpenAI': ['src/main/java/com/rebuild/core/service/aibot2/DeepSeek.java']}
158,Streeling/RD_Archive,https://github.com/Streeling/RD_Archive,{'OpenAI': ['gs/openai-java-example/ResponsesStructuredOutputsExample.java']}
159,JavaFactoryPluginDev/javafactory-plugin,https://github.com/JavaFactoryPluginDev/javafactory-plugin,{'OpenAI': ['src/main/java/io/github/javafactoryplugindev/plugin/openai/DefaultPromptRunner.java']}
160,phuquy-28/clothing-store-spring,https://github.com/phuquy-28/clothing-store-spring,{'OpenAI': ['src/main/java/com/example/clothingstore/service/impl/EmbeddingServiceImpl.java']}
161,aaadddfgh/AITiaoTiao,https://github.com/aaadddfgh/AITiaoTiao,{'OpenAI': ['app/src/main/java/aaadddfgh/myapp/AItiaotiao/LLM/TextSummarizer.java']}
162,VireonStudios/AllayChat-AIFilter,https://github.com/VireonStudios/AllayChat-AIFilter,"{'OpenAI': ['src/main/java/net/voxelarc/allaychat/aifilter/util/AIUtils.java', 'src/main/java/net/voxelarc/allaychat/aifilter/AIFilterModule.java']}"
163,OficinaMyuu/OficinaBot,https://github.com/OficinaMyuu/OficinaBot,{'OpenAI': ['src/main/java/ofc/bot/Main.java']}
164,kazuhaAyato/FergalCraker,https://github.com/kazuhaAyato/FergalCraker,"{'OpenAI': ['src/test/java/main.java', 'src/main/java/cn/frkovo/fergalCraker/main.java']}"
165,antonzvonov/notesai,https://github.com/antonzvonov/notesai,"{'OpenAI': ['src/main/java/ge/azvonov/notesai/service/ChatService.java', 'src/main/java/ge/azvonov/notesai/service/EmbeddingService.java']}"
166,hthoene/WordStack,https://github.com/hthoene/WordStack,{'OpenAI': ['src/main/java/de/hthoene/wordstackdesktop/ai/OpenAiClientService.java']}
167,NidhiSingh25901/SeleniumHealingAutomationTool,https://github.com/NidhiSingh25901/SeleniumHealingAutomationTool,{'OpenAI': ['src/test/java/gettingStarted/TestNGTest.java']}
168,PuZhiweizuishuai/TikTube,https://github.com/PuZhiweizuishuai/TikTube,{'OpenAI': ['TikTube/src/test/java/com/buguagaoshu/tiktube/TikTubeApplicationTests.java']}
169,caciolucas/studere-java,https://github.com/caciolucas/studere-java,{'OpenAI': ['src/main/java/com/studere/studerejava/framework/services/OpenAiService.java']}
170,agarwask/AI_dynamicObjects,https://github.com/agarwask/AI_dynamicObjects,"{'OpenAI': ['TestNGTest.java', 'TestNGTest_Mobile.java']}"
171,Istimereal/policy_match_api,https://github.com/Istimereal/policy_match_api,{'OpenAI': ['src/main/java/app/service/PolicyMatchPrompt.java']}
172,mli2000fr/ai-trade-j,https://github.com/mli2000fr/ai-trade-j,{'OpenAI': ['backend/src/main/java/com/app/backend/trade/service/ChatGptService.java']}
173,gdr2665/SE49,https://github.com/gdr2665/SE49,"{'OpenAI': ['src/main/java/com/softwareengineering/finsage/utils/InsightGenerator.java', 'src/main/java/com/softwareengineering/finsage/utils/CategoryInferer.java']}"
174,alexandruborcan/discordBot,https://github.com/alexandruborcan/discordBot,"{'OpenAI': ['src/main/java/proiect/DeepseekProvider.java', 'src/test/java/proiect/DeepseekProviderTest.java']}"
175,junseokhub/spring_api,https://github.com/junseokhub/spring_api,{'OpenAI': ['src/main/java/com/spring/api/openai/OpenAiService.java']}
176,lirik1254/backend-academy,https://github.com/lirik1254/backend-academy,{'OpenAI': ['semester-2 (JAVA+SPRING)/java-lirik1254/scrapper/src/main/java/backend/academy/scrapper/clients/AIClient.java']}
177,Kveggjeter/BacBackend,https://github.com/Kveggjeter/BacBackend,{'OpenAI': ['src/main/java/com/bac/bacbackend/data/service/decomp/OpenAi.java']}
178,algo365/SDE-Full-Stack,https://github.com/algo365/SDE-Full-Stack,{'OpenAI': ['Projects/001_AI-Agent/JavaProject/app/src/main/java/com/algorithms365/agent/OpenAIChatClient.java']}
179,Silverdono/todarregla,https://github.com/Silverdono/todarregla,{'OpenAI': ['src/main/java/org/todarregla/mail/MailMessageExtractor.java']}
180,elenagor/1step2job,https://github.com/elenagor/1step2job,{'OpenAI': ['backend/openai-client/src/main/java/com/ostj/OpenAIProvider.java']}
181,let-fate/lyts-backend,https://github.com/let-fate/lyts-backend,{'OpenAI': ['src/main/java/com/letfate/lyts/diviner/ai/AIRequestUtil.java']}
182,anuchandy/openai-java-instrumentation,https://github.com/anuchandy/openai-java-instrumentation,"{'OpenAI': ['openai-java-sample/src/main/java/org/contoso/app/ChatCompletionStreamingApp.java', 'openai-java-sample/src/main/java/org/contoso/app/ChatCompletionApp.java']}"
183,MarcWeberFS/Text-to-sql,https://github.com/MarcWeberFS/Text-to-sql,"{'OpenAI': ['text-to-sql/src/main/java/ch/zhaw/text_to_sql/service/ChatGPTService.java'], 'Anthropic': ['text-to-sql/src/main/java/ch/zhaw/text_to_sql/service/ClaudeService.java']}"
184,jcandrews2/vibesbased,https://github.com/jcandrews2/vibesbased,{'OpenAI': ['backend/src/main/java/com/vibesbased/backend/service/OpenAIService.java']}
185,Casper-pel/portfolio,https://github.com/Casper-pel/portfolio,{'OpenAI': ['vv-projekt/src/services/aiPipeline/AIPipeline/src/main/java/de/thro/pipeline/proxy/AIProxy.java']}
186,StroeFlorin/buggloo-aws-lambda,https://github.com/StroeFlorin/buggloo-aws-lambda,{'OpenAI': ['src/main/java/dev/stroe/buggloo/service/OpenAIService.java']}
187,junseokhub/vector_spring,https://github.com/junseokhub/vector_spring,{'OpenAI': ['src/main/java/com/milvus/vector_spring/libraryopenai/OpenAiLibraryServiceImpl.java']}
188,wxt2rr/ai-auto-commit-idea-plugin,https://github.com/wxt2rr/ai-auto-commit-idea-plugin,{'OpenAI': ['src/main/java/com/wangxt/ModelCaller.java']}
189,Darius-Constantin/Hackitall-Repo,https://github.com/Darius-Constantin/Hackitall-Repo,{'OpenAI': ['src/main/java/openAI/MyOpenAIClient.java']}
190,kisutsusu/jadx-gpt,https://github.com/kisutsusu/jadx-gpt,{'OpenAI': ['src/main/java/jadx/plugins/gpt/GPTRequest.java']}
191,johnmanko/java-agent-print-openai-test,https://github.com/johnmanko/java-agent-print-openai-test,{'OpenAI': ['src/main/java/com/johnmanko/openai/client/OpenAIWorkerClient.java']}
192,MEFRREEX/TelegramFeedback,https://github.com/MEFRREEX/TelegramFeedback,{'OpenAI': ['app/src/main/java/com/mefrreex/telegramfeedback/ai/FeedbackAnalyzerOpenAI.java']}
193,Thomas-Mildner/OpenAISDK_Demo,https://github.com/Thomas-Mildner/OpenAISDK_Demo,{'OpenAI': ['src/main/java/OpenAIConnectorTest.java']}
194,davdleet/ReceiptServerPortfolio,https://github.com/davdleet/ReceiptServerPortfolio,{'OpenAI': ['src/main/java/com/example/ReceiptServer/service/LLM/ChatGptLLMService.java']}
195,Pr3roxDLC/spectrumal,https://github.com/Pr3roxDLC/spectrumal,{'OpenAI': ['src/main/java/me/pr3/spectrumal/service/ai/SpectrumGenerator.java']}
196,lamarios/SpendSpentSpent,https://github.com/lamarios/SpendSpentSpent,{'OpenAI': ['src/main/java/com/ftpix/sss/services/aiClients/SssOpenAiClient.java']}
197,akka-samples/order-reconciliation-agent,https://github.com/akka-samples/order-reconciliation-agent,{'OpenAI': ['ai-agentic-service/src/main/java/com/akka/service/AiService.java']}
198,farisarf/vv-inf-sose25,https://github.com/farisarf/vv-inf-sose25,{'OpenAI': ['src/services/aiPipeline/AiPipeline/src/main/java/de/thro/pipeline/proxy/AIProxy.java']}
199,AlexProgrammerDE/SoulFire,https://github.com/AlexProgrammerDE/SoulFire,{'OpenAI': ['mod/src/main/java/com/soulfiremc/server/settings/instance/AISettings.java']}
200,Gernohovski/ecommerce-api,https://github.com/Gernohovski/ecommerce-api,{'OpenAI': ['src/main/java/br/com/fatecmogi/service/impl/IAServiceImpl.java']}
201,HuaichenOvO/city-note-gmap-AI,https://github.com/HuaichenOvO/city-note-gmap-AI,{'OpenAI': ['backend/src/main/java/com/citynote/service/TextRecommendationService.java']}
202,Vladosik12333/weather-forecast-android-app,https://github.com/Vladosik12333/weather-forecast-android-app,{'OpenAI': ['app/src/main/java/by/vb/weather_forecast_project/model/AIModelRepository.java']}
203,ibrahimsohail077/sprintly_app,https://github.com/ibrahimsohail077/sprintly_app,{'OpenAI': ['app/src/main/java/com/example/sprintly_app_smd_finale/OpenAIHelper.java']}
204,x4ut15m/x-vuln,https://github.com/x4ut15m/x-vuln,"{'OpenAI': ['src/main/java/com/x4ut15m/llm/ChatGPT.java'], 'Anthropic': ['src/main/java/com/x4ut15m/llm/Claude.java']}"
205,YDHusky/Flutter-Intl-Manager,https://github.com/YDHusky/Flutter-Intl-Manager,{'OpenAI': ['src/main/java/online/yudream/intl/common/AIClient.java']}
206,mokksy/ai-mocks,https://github.com/mokksy/ai-mocks,"{'OpenAI': ['ai-mocks-openai/samples/shadow/src/test/java/com/example/OpenAITest.java', 'ai-mocks-openai/src/jvmTest/java/dev/mokksy/aimocks/openai/MockOpenaiJavaTest.java'], 'Google': ['ai-mocks-gemini/src/jvmTest/java/dev/mokksy/aimocks/gemini/MockGeminiJavaTest.java']}"
207,AnonTheChihaya/financial-tracker,https://github.com/AnonTheChihaya/financial-tracker,"{'OpenAI': ['src/main/java/org/segroup50/financialtracker/service/ai/AIAssistant.java', 'src/main/java/org/segroup50/financialtracker/service/ai/TransactionImageProcessor.java']}"
208,sachin-karekar-self/selfHealingImplementation,https://github.com/sachin-karekar-self/selfHealingImplementation,{'OpenAI': ['src/test/java/gettingStarted/TestNGTest.java']}
209,ruwzeta/StyleOmega,https://github.com/ruwzeta/StyleOmega,{'OpenAI': ['app/src/main/java/com/styleomega/app/services/OpenAIService.java']}
210,jandin88/ChatBotJava,https://github.com/jandin88/ChatBotJava,{'OpenAI': ['src/main/java/org/chat/chatbotjava/infra/openai/OpenaiApiClient.java']}
211,thomasfischersm/social_learning,https://github.com/thomasfischersm/social_learning,"{'OpenAI': ['java-server/src/main/java/com/playposse/learninglab/server/firebase_server/OpenAiService.java', 'java-server/src/main/java/com/playposse/learninglab/server/firebase_server/openaidsl/OpenAiClientImpl.java']}"
